round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,a058f04f-b6f7-449f-9463-3ea180669f60::2,"I chose to suspend this account because of the life-threatening statement. Plus, it was followed by the act of enjoyment and a horrific description of the threat.",Patterns of behavior,Consistent offensive behavior,span,75,120,"Plus, it was followed by the act of enjoyment",resolved,,subham,Wed Sep 09 2026 20:52:42 GMT+0000 (Coordinated Universal Time)
1,a058f04f-b6f7-449f-9463-3ea180669f60::2,"I chose to suspend this account because of the life-threatening statement. Plus, it was followed by the act of enjoyment and a horrific description of the threat.",Type of offensiveness,Threats of violence,span,125,162,a horrific description of the threat.,resolved,,subham,Wed Sep 09 2026 20:52:42 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Hate speech and offensive language,unit,,,,resolved,,subham,Mon Sep 07 2026 20:49:53 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Death wish,span,36,110,"Saying things like ""I hope you die"" should not be allowed on any platform.",resolved,,subham,Mon Sep 07 2026 20:49:53 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Hate speech and offensive language,span,111,210,He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.,resolved,,subham,Mon Sep 07 2026 20:49:53 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,derogatory remarks,span,111,210,He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.,resolved,,subham,Mon Sep 07 2026 20:49:53 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::3,This user is using homophobic language which is offensive to the LGBT community. The user is also spreading false information by saying that being gay is a sexual dysfunction and corruption of the brain.,Type of offensiveness,Hate speech and offensive language,span,0,80,This user is using homophobic language which is offensive to the LGBT community.,resolved,,subham,Mon Sep 07 2026 21:02:11 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::3,This user is using homophobic language which is offensive to the LGBT community. The user is also spreading false information by saying that being gay is a sexual dysfunction and corruption of the brain.,Type of offensiveness,misinformation,span,108,125,false information,resolved,,subham,Mon Sep 07 2026 21:02:11 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Type of offensiveness,No offensive content,span,49,83,nothing seemed harmful in any way.,resolved,,subham,Mon Sep 07 2026 20:19:47 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Type of offensiveness,No offensive content,span,85,141,"here was no threatening language, no offensive language,",resolved,,subham,Mon Sep 07 2026 20:19:47 GMT+0000 (Coordinated Universal Time)
1,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Patterns of behavior,Normal behavior,span,142,174,all of the messages were normal.,resolved,,subham,Mon Sep 07 2026 20:19:47 GMT+0000 (Coordinated Universal Time)
1,a37571ff-8f28-4459-935f-08b72087e111::1,I felt I only needed to review one message here to determine that this account should be suspended they are using derogatory language and they don't know how to spell either,Patterns of behavior,one message is enough (offensive),unit,,,,resolved,,subham,Wed Sep 09 2026 21:42:12 GMT+0000 (Coordinated Universal Time)
1,a37571ff-8f28-4459-935f-08b72087e111::1,I felt I only needed to review one message here to determine that this account should be suspended they are using derogatory language and they don't know how to spell either,Type of offensiveness,Hate speech and offensive language,span,2,173,felt I only needed to review one message here to determine that this account should be suspended they are using derogatory language and they don't know how to spell either,resolved,,subham,Wed Sep 09 2026 21:42:12 GMT+0000 (Coordinated Universal Time)
1,a37571ff-8f28-4459-935f-08b72087e111::3,This person message was very offensive and I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,Type of offensiveness,Hate speech and offensive language,span,0,38,This person message was very offensive,resolved,,subham,Mon Sep 07 2026 20:48:21 GMT+0000 (Coordinated Universal Time)
1,a37571ff-8f28-4459-935f-08b72087e111::3,This person message was very offensive and I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,Patterns of behavior,Consistent offensive behavior,span,43,170,I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,resolved,,subham,Mon Sep 07 2026 20:48:21 GMT+0000 (Coordinated Universal Time)
1,a37571ff-8f28-4459-935f-08b72087e111::4,I did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,Type of offensiveness,No offensive content,span,2,129,did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,resolved,,subham,Mon Sep 07 2026 21:01:24 GMT+0000 (Coordinated Universal Time)
1,a4225b3b-aa17-483f-92ea-86b713502084::5,Very positive message.,,positive content,unit,,,,resolved,,subham,Wed Sep 09 2026 21:41:27 GMT+0000 (Coordinated Universal Time)
1,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc::4,Death threats,Type of offensiveness,Threats of violence,span,0,13,Death threats,resolved,,subham,Wed Sep 09 2026 21:41:48 GMT+0000 (Coordinated Universal Time)
1,a517c5a3-9c6d-433e-b0db-40e5855d6650::1,Calling another user a derogatory name combined with a wish for another user's death is over the line.,Type of offensiveness,Hate speech and offensive language,span,0,38,Calling another user a derogatory name,resolved,,subham,Wed Sep 09 2026 21:38:55 GMT+0000 (Coordinated Universal Time)
1,a517c5a3-9c6d-433e-b0db-40e5855d6650::1,Calling another user a derogatory name combined with a wish for another user's death is over the line.,Type of offensiveness,Death wish,span,39,102,combined with a wish for another user's death is over the line.,resolved,,subham,Wed Sep 09 2026 21:38:55 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::2,Multiple slurs were said and also threatening to kill someone and wishing death upon someone.,Type of offensiveness,Hate speech and offensive language,span,0,24,Multiple slurs were said,resolved,,subham,Wed Sep 09 2026 20:54:33 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::2,Multiple slurs were said and also threatening to kill someone and wishing death upon someone.,Type of offensiveness,Threats of violence,span,34,61,threatening to kill someone,resolved,,subham,Wed Sep 09 2026 20:54:33 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::2,Multiple slurs were said and also threatening to kill someone and wishing death upon someone.,Type of offensiveness,Death wish,span,66,93,wishing death upon someone.,resolved,,subham,Wed Sep 09 2026 20:54:33 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::3,Wishing death and threatening people. Also slurs and hints of racism.,Type of offensiveness,Death wish,span,0,13,Wishing death,resolved,,subham,Wed Sep 09 2026 21:38:08 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::3,Wishing death and threatening people. Also slurs and hints of racism.,Type of offensiveness,Threats of violence,span,18,36,threatening people,resolved,,subham,Wed Sep 09 2026 21:38:08 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::3,Wishing death and threatening people. Also slurs and hints of racism.,Type of offensiveness,Hate speech and offensive language,span,38,69,Also slurs and hints of racism.,resolved,,subham,Wed Sep 09 2026 21:38:08 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::5,Looks like ordinary messages. Nothing wrong here.,Patterns of behavior,Normal behavior,span,0,28,Looks like ordinary messages,resolved,,subham,Mon Sep 07 2026 20:19:28 GMT+0000 (Coordinated Universal Time)
1,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::5,Looks like ordinary messages. Nothing wrong here.,Type of offensiveness,No offensive content,span,30,49,Nothing wrong here.,resolved,,subham,Mon Sep 07 2026 20:19:28 GMT+0000 (Coordinated Universal Time)
1,a69e967a-c238-4245-8091-e518ed2326f6::2,More inflammatory remarks about someone's orientation plus threats of violence should be automatically suspended or a permanent ban. The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,Decision outcomes,Permanent ban,span,89,131,automatically suspended or a permanent ban,resolved,,subham,Mon Sep 07 2026 20:20:09 GMT+0000 (Coordinated Universal Time)
1,a69e967a-c238-4245-8091-e518ed2326f6::2,More inflammatory remarks about someone's orientation plus threats of violence should be automatically suspended or a permanent ban. The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,Patterns of behavior,Majority offesnive,span,133,229,The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,resolved,,subham,Mon Sep 07 2026 20:20:09 GMT+0000 (Coordinated Universal Time)
1,a69e967a-c238-4245-8091-e518ed2326f6::3,Any sort of derogatory slurs let's me know that this person will use them again against others. They think this way and will spread their hate again. They shouldn't be on the platform,Type of offensiveness,Hate speech and offensive language,span,0,42,Any sort of derogatory slurs let's me know,resolved,,subham,Wed Sep 09 2026 21:40:04 GMT+0000 (Coordinated Universal Time)
1,a69e967a-c238-4245-8091-e518ed2326f6::3,Any sort of derogatory slurs let's me know that this person will use them again against others. They think this way and will spread their hate again. They shouldn't be on the platform,Justifications,Poster is a bad person,span,96,183,They think this way and will spread their hate again. They shouldn't be on the platform,resolved,,subham,Wed Sep 09 2026 21:40:04 GMT+0000 (Coordinated Universal Time)
1,a7cbb72d-1707-41a6-b769-68c7df9643df::1,They wished death upon people and pets and also used foul and offensive language in nearly every message.,Type of offensiveness,Death wish,span,0,29,They wished death upon people,resolved,,subham,Mon Sep 07 2026 20:49:39 GMT+0000 (Coordinated Universal Time)
